order_id,customer_id,order_date,status
O02949,C00968,2026-06-06,delivered
O02950,C00243,2026-06-30,delivered
O02951,C00753,2026-06-02,delivered
O02952,C00512,2025-08-03,delivered
O02953,C00849,2025-05-14,delivered
O02954,C00555,2025-10-12,delivered
O02955,C00095,2025-05-06,delivered
O02956,C00226,2026-03-15,delivered
O02957,C00518,2025-06-01,delivered
O02958,C00214,2025-11-27,delivered
O02959,C00718,2026-06-22,delivered
O02960,C00067,2026-01-18,processing
O02961,C00396,2025-04-25,delivered
O02962,C00612,2026-04-27,delivered
O02963,C00012,2025-10-11,delivered
O02964,C00237,2025-03-16,processing
O02965,C00834,2025-06-15,delivered
O02966,C00770,2025-07-08,shipped
O02967,C00399,2025-03-19,delivered
O02968,C00407,2025-01-21,cancelled
O02969,C00925,2025-07-03,shipped
O02970,C00849,2025-08-10,processing
O02971,C00480,2025-11-24,delivered
O02972,C00647,2025-06-28,delivered
O02973,C00222,2025-04-22,delivered
O02974,C00156,2025-02-28,delivered
O02975,C00654,2025-11-23,processing
O02976,C00428,2025-07-10,delivered
O02977,C00158,2025-07-19,delivered
O02978,C00977,2025-11-08,delivered
O02979,C00416,2025-02-04,delivered
O02980,C00326,2026-01-14,delivered
O02981,C00371,2026-01-22,shipped
O02982,C00344,2025-08-25,delivered
O02983,C00262,2026-06-03,delivered
O02984,C00283,2025-10-10,delivered
O02985,C00850,2025-01-01,delivered
O02986,C00856,2026-04-09,delivered
O02987,C00229,2025-08-18,delivered
O02988,C00888,2025-06-21,delivered
O02989,C00280,2025-03-28,shipped
O02990,C00870,2025-05-03,shipped
O02991,C00290,2025-10-25,delivered
O02992,C00680,2026-04-29,cancelled
O02993,C00047,2025-06-14,shipped
O02994,C00975,2026-01-18,processing
O02995,C00715,2025-07-28,delivered
O02996,C00214,2026-03-08,processing
O02997,C00758,2026-01-24,shipped
O02998,C00024,2025-08-12,shipped
O02999,C00321,2025-01-03,delivered
O03000,C00274,2026-01-07,shipped
